T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,n_admissible_treatments,percentage
8,2,2000,1000,-12.0,0.3,5,5,8.0
8,2,2000,1000,-12.0,0.3,5,6,3.5
8,2,2000,1000,-12.0,0.3,5,7,1.5
8,2,2000,1000,-12.0,0.3,5,8,1.5
8,2,2000,1000,-12.0,0.3,5,9,1.8
8,2,2000,1000,-12.0,0.3,5,10,28.5
8,2,2000,1000,-12.0,0.3,6,1,20.6
8,2,2000,1000,-12.0,0.3,6,2,15.7
8,2,2000,1000,-12.0,0.3,6,3,11.8
8,2,2000,1000,-12.0,0.3,6,4,9.9
8,2,2000,1000,-12.0,0.3,6,5,5.8
8,2,2000,1000,-12.0,0.3,6,6,3.7
8,2,2000,1000,-12.0,0.3,6,7,2.5
8,2,2000,1000,-12.0,0.3,6,8,1.4
8,2,2000,1000,-12.0,0.3,6,9,0.9
8,2,2000,1000,-12.0,0.3,6,10,27.7
8,2,2000,1000,-12.0,0.3,7,1,21.7
8,2,2000,1000,-12.0,0.3,7,2,18.6
8,2,2000,1000,-12.0,0.3,7,3,11.9
8,2,2000,1000,-12.0,0.3,7,4,8.2
8,2,2000,1000,-12.0,0.3,7,5,4.7
8,2,2000,1000,-12.0,0.3,7,6,4.0
8,2,2000,1000,-12.0,0.3,7,7,2.2
8,2,2000,1000,-12.0,0.3,7,8,1.3
8,2,2000,1000,-12.0,0.3,7,9,0.9
8,2,2000,1000,-12.0,0.3,7,10,26.5
8,3,2000,1000,-12.0,0.3,0,2,6.6
8,3,2000,1000,-12.0,0.3,0,3,41.4
8,3,2000,1000,-12.0,0.3,0,4,19.9
8,3,2000,1000,-12.0,0.3,0,5,10.1
8,3,2000,1000,-12.0,0.3,0,6,7.1
8,3,2000,1000,-12.0,0.3,0,7,6.0
8,3,2000,1000,-12.0,0.3,0,8,2.7
8,3,2000,1000,-12.0,0.3,0,9,0.7
8,3,2000,1000,-12.0,0.3,0,10,5.5
8,3,2000,1000,-12.0,0.3,1,2,6.7
8,3,2000,1000,-12.0,0.3,1,3,13.3
8,3,2000,1000,-12.0,0.3,1,4,19.5
8,3,2000,1000,-12.0,0.3,1,5,13.4
8,3,2000,1000,-12.0,0.3,1,6,7.0
8,3,2000,1000,-12.0,0.3,1,7,4.7
8,3,2000,1000,-12.0,0.3,1,8,2.6
8,3,2000,1000,-12.0,0.3,1,9,0.6
8,3,2000,1000,-12.0,0.3,1,10,32.2
8,3,2000,1000,-12.0,0.3,2,1,0.4
8,3,2000,1000,-12.0,0.3,2,2,11.3
8,3,2000,1000,-12.0,0.3,2,3,28.5
8,3,2000,1000,-12.0,0.3,2,4,11.4
8,3,2000,1000,-12.0,0.3,2,5,8.0
8,3,2000,1000,-12.0,0.3,2,6,3.9
8,3,2000,1000,-12.0,0.3,2,7,5.4
8,3,2000,1000,-12.0,0.3,2,8,2.7
8,3,2000,1000,-12.0,0.3,2,9,1.1
8,3,2000,1000,-12.0,0.3,2,10,27.3
8,3,2000,1000,-12.0,0.3,3,1,6.2
8,3,2000,1000,-12.0,0.3,3,2,16.4
8,3,2000,1000,-12.0,0.3,3,3,18.4
8,3,2000,1000,-12.0,0.3,3,4,13.4
8,3,2000,1000,-12.0,0.3,3,5,9.1
8,3,2000,1000,-12.0,0.3,3,6,5.2
8,3,2000,1000,-12.0,0.3,3,7,3.4
8,3,2000,1000,-12.0,0.3,3,8,2.7
8,3,2000,1000,-12.0,0.3,3,9,0.9
8,3,2000,1000,-12.0,0.3,3,10,24.3
8,3,2000,1000,-12.0,0.3,4,1,15.0
8,3,2000,1000,-12.0,0.3,4,2,10.5
8,3,2000,1000,-12.0,0.3,4,3,10.1
8,3,2000,1000,-12.0,0.3,4,4,7.9
8,3,2000,1000,-12.0,0.3,4,5,6.4
8,3,2000,1000,-12.0,0.3,4,6,4.1
8,3,2000,1000,-12.0,0.3,4,7,2.8
8,3,2000,1000,-12.0,0.3,4,8,1.4
8,3,2000,1000,-12.0,0.3,4,9,0.6
8,3,2000,1000,-12.0,0.3,4,10,41.2
8,3,2000,1000,-12.0,0.3,5,1,11.5
8,3,2000,1000,-12.0,0.3,5,2,9.7
8,3,2000,1000,-12.0,0.3,5,3,6.9
8,3,2000,1000,-12.0,0.3,5,4,5.9
8,3,2000,1000,-12.0,0.3,5,5,4.0
8,3,2000,1000,-12.0,0.3,5,6,4.5
8,3,2000,1000,-12.0,0.3,5,7,2.3
8,3,2000,1000,-12.0,0.3,5,8,1.7
8,3,2000,1000,-12.0,0.3,5,9,1.1
8,3,2000,1000,-12.0,0.3,5,10,52.4
8,3,2000,1000,-12.0,0.3,6,1,17.3
8,3,2000,1000,-12.0,0.3,6,2,15.5
8,3,2000,1000,-12.0,0.3,6,3,13.3
8,3,2000,1000,-12.0,0.3,6,4,10.2
8,3,2000,1000,-12.0,0.3,6,5,6.6
8,3,2000,1000,-12.0,0.3,6,6,5.1
8,3,2000,1000,-12.0,0.3,6,7,2.8
8,3,2000,1000,-12.0,0.3,6,8,2.0
8,3,2000,1000,-12.0,0.3,6,9,1.2
8,3,2000,1000,-12.0,0.3,6,10,26.0
8,3,2000,1000,-12.0,0.3,7,1,18.2
8,3,2000,1000,-12.0,0.3,7,2,16.8
8,3,2000,1000,-12.0,0.3,7,3,12.2
8,3,2000,1000,-12.0,0.3,7,4,9.7
8,3,2000,1000,-12.0,0.3,7,5,4.6
8,3,2000,1000,-12.0,0.3,7,6,3.9
8,3,2000,1000,-12.0,0.3,7,7,2.1
8,3,2000,1000,-12.0,0.3,7,8,1.6
8,3,2000,1000,-12.0,0.3,7,9,0.8
8,3,2000,1000,-12.0,0.3,7,10,30.1
8,4,2000,1000,-12.0,0.3,0,2,10.3
8,4,2000,1000,-12.0,0.3,0,3,45.1
8,4,2000,1000,-12.0,0.3,0,4,16.3
8,4,2000,1000,-12.0,0.3,0,5,5.1
8,4,2000,1000,-12.0,0.3,0,6,3.6
8,4,2000,1000,-12.0,0.3,0,7,1.8
8,4,2000,1000,-12.0,0.3,0,8,1.7
8,4,2000,1000,-12.0,0.3,0,9,1.4
8,4,2000,1000,-12.0,0.3,0,10,14.7
8,4,2000,1000,-12.0,0.3,1,2,0.3
8,4,2000,1000,-12.0,0.3,1,3,4.8
8,4,2000,1000,-12.0,0.3,1,4,16.1
8,4,2000,1000,-12.0,0.3,1,5,10.8
8,4,2000,1000,-12.0,0.3,1,6,9.6
8,4,2000,1000,-12.0,0.3,1,7,7.1
8,4,2000,1000,-12.0,0.3,1,8,3.5
8,4,2000,1000,-12.0,0.3,1,9,1.4
8,4,2000,1000,-12.0,0.3,1,10,46.4
8,4,2000,1000,-12.0,0.3,2,1,0.2
8,4,2000,1000,-12.0,0.3,2,2,13.3
8,4,2000,1000,-12.0,0.3,2,3,18.2
8,4,2000,1000,-12.0,0.3,2,4,14.0
8,4,2000,1000,-12.0,0.3,2,5,10.1
8,4,2000,1000,-12.0,0.3,2,6,6.4
8,4,2000,1000,-12.0,0.3,2,7,5.7
8,4,2000,1000,-12.0,0.3,2,8,3.8
8,4,2000,1000,-12.0,0.3,2,9,1.3
8,4,2000,1000,-12.0,0.3,2,10,27.0
8,4,2000,1000,-12.0,0.3,3,1,4.0
8,4,2000,1000,-12.0,0.3,3,2,14.2
8,4,2000,1000,-12.0,0.3,3,3,13.1
8,4,2000,1000,-12.0,0.3,3,4,8.1
8,4,2000,1000,-12.0,0.3,3,5,5.1
8,4,2000,1000,-12.0,0.3,3,6,5.2
8,4,2000,1000,-12.0,0.3,3,7,3.9
8,4,2000,1000,-12.0,0.3,3,8,2.0
8,4,2000,1000,-12.0,0.3,3,9,0.8
8,4,2000,1000,-12.0,0.3,3,10,43.6
8,4,2000,1000,-12.0,0.3,4,1,10.7
8,4,2000,1000,-12.0,0.3,4,2,10.5
8,4,2000,1000,-12.0,0.3,4,3,8.0
8,4,2000,1000,-12.0,0.3,4,4,5.5
8,4,2000,1000,-12.0,0.3,4,5,3.6
8,4,2000,1000,-12.0,0.3,4,6,2.5
8,4,2000,1000,-12.0,0.3,4,7,3.1
8,4,2000,1000,-12.0,0.3,4,8,1.1
8,4,2000,1000,-12.0,0.3,4,9,0.9
8,4,2000,1000,-12.0,0.3,4,10,54.1
8,4,2000,1000,-12.0,0.3,5,1,16.3
8,4,2000,1000,-12.0,0.3,5,2,12.5
8,4,2000,1000,-12.0,0.3,5,3,10.3
8,4,2000,1000,-12.0,0.3,5,4,9.2
8,4,2000,1000,-12.0,0.3,5,5,7.1
8,4,2000,1000,-12.0,0.3,5,6,4.6
8,4,2000,1000,-12.0,0.3,5,7,3.5
8,4,2000,1000,-12.0,0.3,5,8,1.9
8,4,2000,1000,-12.0,0.3,5,9,1.0
8,4,2000,1000,-12.0,0.3,5,10,33.6
8,4,2000,1000,-12.0,0.3,6,1,16.8
8,4,2000,1000,-12.0,0.3,6,2,12.5
8,4,2000,1000,-12.0,0.3,6,3,9.8
8,4,2000,1000,-12.0,0.3,6,4,9.3
8,4,2000,1000,-12.0,0.3,6,5,7.2
8,4,2000,1000,-12.0,0.3,6,6,5.7
8,4,2000,1000,-12.0,0.3,6,7,3.7
8,4,2000,1000,-12.0,0.3,6,8,2.7
8,4,2000,1000,-12.0,0.3,6,9,1.1
8,4,2000,1000,-12.0,0.3,6,10,31.2
8,4,2000,1000,-12.0,0.3,7,1,13.8
8,4,2000,1000,-12.0,0.3,7,2,12.9
8,4,2000,1000,-12.0,0.3,7,3,7.0
8,4,2000,1000,-12.0,0.3,7,4,5.7
8,4,2000,1000,-12.0,0.3,7,5,3.6
8,4,2000,1000,-12.0,0.3,7,6,3.6
8,4,2000,1000,-12.0,0.3,7,7,2.4
8,4,2000,1000,-12.0,0.3,7,8,1.4
8,4,2000,1000,-12.0,0.3,7,9,1.0
8,4,2000,1000,-12.0,0.3,7,10,48.6
8,5,2000,1000,-12.0,0.3,0,2,7.8
8,5,2000,1000,-12.0,0.3,0,3,44.4
8,5,2000,1000,-12.0,0.3,0,4,11.8
8,5,2000,1000,-12.0,0.3,0,5,3.2
8,5,2000,1000,-12.0,0.3,0,6,1.6
8,5,2000,1000,-12.0,0.3,0,7,7.8
8,5,2000,1000,-12.0,0.3,0,8,9.3
8,5,2000,1000,-12.0,0.3,0,9,0.4
8,5,2000,1000,-12.0,0.3,0,10,13.7
8,5,2000,1000,-12.0,0.3,1,2,9.1
8,5,2000,1000,-12.0,0.3,1,3,21.6
8,5,2000,1000,-12.0,0.3,1,4,17.5
8,5,2000,1000,-12.0,0.3,1,5,8.3
8,5,2000,1000,-12.0,0.3,1,6,6.0
8,5,2000,1000,-12.0,0.3,1,7,3.4
8,5,2000,1000,-12.0,0.3,1,8,1.2
8,5,2000,1000,-12.0,0.3,1,9,1.1
8,5,2000,1000,-12.0,0.3,1,10,31.8
8,5,2000,1000,-12.0,0.3,2,1,1.4
8,5,2000,1000,-12.0,0.3,2,2,22.5
8,5,2000,1000,-12.0,0.3,2,3,22.2
8,5,2000,1000,-12.0,0.3,2,4,10.7
8,5,2000,1000,-12.0,0.3,2,5,6.3
8,5,2000,1000,-12.0,0.3,2,6,4.2
8,5,2000,1000,-12.0,0.3,2,7,2.6
8,5,2000,1000,-12.0,0.3,2,8,1.4
8,5,2000,1000,-12.0,0.3,2,9,0.8
8,5,2000,1000,-12.0,0.3,2,10,27.9
8,5,2000,1000,-12.0,0.3,3,1,9.9
8,5,2000,1000,-12.0,0.3,3,2,18.0
8,5,2000,1000,-12.0,0.3,3,3,13.7
8,5,2000,1000,-12.0,0.3,3,4,8.7
8,5,2000,1000,-12.0,0.3,3,5,5.4
8,5,2000,1000,-12.0,0.3,3,6,3.9
8,5,2000,1000,-12.0,0.3,3,7,2.8
8,5,2000,1000,-12.0,0.3,3,8,1.7
8,5,2000,1000,-12.0,0.3,3,9,1.1
8,5,2000,1000,-12.0,0.3,3,10,34.8
8,5,2000,1000,-12.0,0.3,4,1,15.5
8,5,2000,1000,-12.0,0.3,4,2,15.3
8,5,2000,1000,-12.0,0.3,4,3,11.2
8,5,2000,1000,-12.0,0.3,4,4,8.3
8,5,2000,1000,-12.0,0.3,4,5,4.5
8,5,2000,1000,-12.0,0.3,4,6,4.7
8,5,2000,1000,-12.0,0.3,4,7,2.9
8,5,2000,1000,-12.0,0.3,4,8,1.7
8,5,2000,1000,-12.0,0.3,4,9,0.6
8,5,2000,1000,-12.0,0.3,4,10,35.3
8,5,2000,1000,-12.0,0.3,5,1,19.9
8,5,2000,1000,-12.0,0.3,5,2,15.2
8,5,2000,1000,-12.0,0.3,5,3,10.0
8,5,2000,1000,-12.0,0.3,5,4,6.8
8,5,2000,1000,-12.0,0.3,5,5,6.1
8,5,2000,1000,-12.0,0.3,5,6,4.6
8,5,2000,1000,-12.0,0.3,5,7,1.8
8,5,2000,1000,-12.0,0.3,5,8,1.5
8,5,2000,1000,-12.0,0.3,5,9,0.7
8,5,2000,1000,-12.0,0.3,5,10,33.4
8,5,2000,1000,-12.0,0.3,6,1,18.6
8,5,2000,1000,-12.0,0.3,6,2,17.3
8,5,2000,1000,-12.0,0.3,6,3,11.4
8,5,2000,1000,-12.0,0.3,6,4,7.5
8,5,2000,1000,-12.0,0.3,6,5,5.5
8,5,2000,1000,-12.0,0.3,6,6,4.4
8,5,2000,1000,-12.0,0.3,6,7,1.9
8,5,2000,1000,-12.0,0.3,6,8,1.6
8,5,2000,1000,-12.0,0.3,6,9,1.0
8,5,2000,1000,-12.0,0.3,6,10,30.8
8,5,2000,1000,-12.0,0.3,7,1,22.1
8,5,2000,1000,-12.0,0.3,7,2,13.1
8,5,2000,1000,-12.0,0.3,7,3,13.5
8,5,2000,1000,-12.0,0.3,7,4,8.8
8,5,2000,1000,-12.0,0.3,7,5,6.2
8,5,2000,1000,-12.0,0.3,7,6,2.6
8,5,2000,1000,-12.0,0.3,7,7,1.8
8,5,2000,1000,-12.0,0.3,7,8,0.9
8,5,2000,1000,-12.0,0.3,7,9,0.4
8,5,2000,1000,-12.0,0.3,7,10,30.6
8,6,2000,1000,-12.0,0.3,0,2,6.8
8,6,2000,1000,-12.0,0.3,0,3,46.7
8,6,2000,1000,-12.0,0.3,0,4,14.1
8,6,2000,1000,-12.0,0.3,0,5,5.7
8,6,2000,1000,-12.0,0.3,0,6,4.6
8,6,2000,1000,-12.0,0.3,0,7,5.1
8,6,2000,1000,-12.0,0.3,0,8,5.2
8,6,2000,1000,-12.0,0.3,0,9,1.6
8,6,2000,1000,-12.0,0.3,0,10,10.2
8,6,2000,1000,-12.0,0.3,1,2,1.4
8,6,2000,1000,-12.0,0.3,1,3,11.7
8,6,2000,1000,-12.0,0.3,1,4,10.2
8,6,2000,1000,-12.0,0.3,1,5,8.6
8,6,2000,1000,-12.0,0.3,1,6,8.0
8,6,2000,1000,-12.0,0.3,1,7,5.8
8,6,2000,1000,-12.0,0.3,1,8,3.2
8,6,2000,1000,-12.0,0.3,1,9,1.6
8,6,2000,1000,-12.0,0.3,1,10,49.5
8,6,2000,1000,-12.0,0.3,2,2,15.0
8,6,2000,1000,-12.0,0.3,2,3,18.7
8,6,2000,1000,-12.0,0.3,2,4,14.0
8,6,2000,1000,-12.0,0.3,2,5,6.5
8,6,2000,1000,-12.0,0.3,2,6,5.1
8,6,2000,1000,-12.0,0.3,2,7,4.1
8,6,2000,1000,-12.0,0.3,2,8,3.0
8,6,2000,1000,-12.0,0.3,2,9,0.7
8,6,2000,1000,-12.0,0.3,2,10,32.9
8,6,2000,1000,-12.0,0.3,3,1,4.8
8,6,2000,1000,-12.0,0.3,3,2,13.5
8,6,2000,1000,-12.0,0.3,3,3,15.9
8,6,2000,1000,-12.0,0.3,3,4,14.3
8,6,2000,1000,-12.0,0.3,3,5,6.6
8,6,2000,1000,-12.0,0.3,3,6,4.1
8,6,2000,1000,-12.0,0.3,3,7,2.1
8,6,2000,1000,-12.0,0.3,3,8,1.6
8,6,2000,1000,-12.0,0.3,3,9,0.4
8,6,2000,1000,-12.0,0.3,3,10,36.7
8,6,2000,1000,-12.0,0.3,4,1,11.9
8,6,2000,1000,-12.0,0.3,4,2,12.0
8,6,2000,1000,-12.0,0.3,4,3,8.3
8,6,2000,1000,-12.0,0.3,4,4,5.7
8,6,2000,1000,-12.0,0.3,4,5,2.9
8,6,2000,1000,-12.0,0.3,4,6,2.1
8,6,2000,1000,-12.0,0.3,4,7,2.7
8,6,2000,1000,-12.0,0.3,4,8,1.0
8,6,2000,1000,-12.0,0.3,4,9,0.6
8,6,2000,1000,-12.0,0.3,4,10,52.8
8,6,2000,1000,-12.0,0.3,5,1,14.7
8,6,2000,1000,-12.0,0.3,5,2,10.7
8,6,2000,1000,-12.0,0.3,5,3,8.5
8,6,2000,1000,-12.0,0.3,5,4,8.9
8,6,2000,1000,-12.0,0.3,5,5,8.0
8,6,2000,1000,-12.0,0.3,5,6,5.0
8,6,2000,1000,-12.0,0.3,5,7,4.0
8,6,2000,1000,-12.0,0.3,5,8,2.3
8,6,2000,1000,-12.0,0.3,5,9,1.1
8,6,2000,1000,-12.0,0.3,5,10,36.8
8,6,2000,1000,-12.0,0.3,6,1,15.7
8,6,2000,1000,-12.0,0.3,6,2,12.9
8,6,2000,1000,-12.0,0.3,6,3,11.2
8,6,2000,1000,-12.0,0.3,6,4,10.6
8,6,2000,1000,-12.0,0.3,6,5,7.5
8,6,2000,1000,-12.0,0.3,6,6,5.1
8,6,2000,1000,-12.0,0.3,6,7,4.2
8,6,2000,1000,-12.0,0.3,6,8,2.0
8,6,2000,1000,-12.0,0.3,6,9,0.8
8,6,2000,1000,-12.0,0.3,6,10,30.0
8,6,2000,1000,-12.0,0.3,7,1,16.0
8,6,2000,1000,-12.0,0.3,7,2,14.1
8,6,2000,1000,-12.0,0.3,7,3,12.5
8,6,2000,1000,-12.0,0.3,7,4,10.4
8,6,2000,1000,-12.0,0.3,7,5,6.5
8,6,2000,1000,-12.0,0.3,7,6,5.2
8,6,2000,1000,-12.0,0.3,7,7,4.8
8,6,2000,1000,-12.0,0.3,7,8,1.8
8,6,2000,1000,-12.0,0.3,7,9,1.0
8,6,2000,1000,-12.0,0.3,7,10,27.7
8,7,2000,1000,-12.0,0.3,0,2,6.3
8,7,2000,1000,-12.0,0.3,0,3,51.1
8,7,2000,1000,-12.0,0.3,0,4,11.9
8,7,2000,1000,-12.0,0.3,0,5,4.4
8,7,2000,1000,-12.0,0.3,0,6,2.8
8,7,2000,1000,-12.0,0.3,0,7,4.1
8,7,2000,1000,-12.0,0.3,0,8,5.6
8,7,2000,1000,-12.0,0.3,0,9,2.8
8,7,2000,1000,-12.0,0.3,0,10,11.0
8,7,2000,1000,-12.0,0.3,1,2,3.7
8,7,2000,1000,-12.0,0.3,1,3,12.9
8,7,2000,1000,-12.0,0.3,1,4,15.8
8,7,2000,1000,-12.0,0.3,1,5,15.8
8,7,2000,1000,-12.0,0.3,1,6,8.0
8,7,2000,1000,-12.0,0.3,1,7,3.8
8,7,2000,1000,-12.0,0.3,1,8,3.1
8,7,2000,1000,-12.0,0.3,1,9,1.4
8,7,2000,1000,-12.0,0.3,1,10,35.5
8,7,2000,1000,-12.0,0.3,2,1,0.7
8,7,2000,1000,-12.0,0.3,2,2,17.8
8,7,2000,1000,-12.0,0.3,2,3,28.9
8,7,2000,1000,-12.0,0.3,2,4,14.0
8,7,2000,1000,-12.0,0.3,2,5,6.6
8,7,2000,1000,-12.0,0.3,2,6,4.7
8,7,2000,1000,-12.0,0.3,2,7,4.8
8,7,2000,1000,-12.0,0.3,2,8,1.3
8,7,2000,1000,-12.0,0.3,2,9,0.8
8,7,2000,1000,-12.0,0.3,2,10,20.4
8,7,2000,1000,-12.0,0.3,3,1,4.2
8,7,2000,1000,-12.0,0.3,3,2,16.4
8,7,2000,1000,-12.0,0.3,3,3,16.5
8,7,2000,1000,-12.0,0.3,3,4,10.2
8,7,2000,1000,-12.0,0.3,3,5,8.3
8,7,2000,1000,-12.0,0.3,3,6,5.6
8,7,2000,1000,-12.0,0.3,3,7,2.5
8,7,2000,1000,-12.0,0.3,3,8,1.6
8,7,2000,1000,-12.0,0.3,3,9,0.9
8,7,2000,1000,-12.0,0.3,3,10,33.8
8,7,2000,1000,-12.0,0.3,4,1,11.5
8,7,2000,1000,-12.0,0.3,4,2,11.6
8,7,2000,1000,-12.0,0.3,4,3,8.6
8,7,2000,1000,-12.0,0.3,4,4,7.8
8,7,2000,1000,-12.0,0.3,4,5,5.3
8,7,2000,1000,-12.0,0.3,4,6,5.3
8,7,2000,1000,-12.0,0.3,4,7,3.7
8,7,2000,1000,-12.0,0.3,4,8,2.4
8,7,2000,1000,-12.0,0.3,4,9,1.5
8,7,2000,1000,-12.0,0.3,4,10,42.3
