T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,mean_n_admissible,sd_n_admissible,median_n_admissible,min_n_admissible,max_n_admissible,pct_1_treatment,pct_2plus_treatments,pct_all_treatments
10,4,2000,1000,-12.0,0.3,4,6.715,3.7169329548151104,10.0,1,10,12.0,88.0,51.9
10,4,2000,1000,-12.0,0.3,5,7.015,3.802529978084885,10.0,1,10,15.2,84.8,59.3
10,4,2000,1000,-12.0,0.3,6,6.847,3.703958734963216,10.0,1,10,12.9,87.1,53.5
10,4,2000,1000,-12.0,0.3,7,6.728,3.5531170316555354,8.0,1,10,11.0,89.0,47.0
10,4,2000,1000,-12.0,0.3,8,6.567,3.4842001450333835,7.0,1,10,11.1,88.9,43.1
10,4,2000,1000,-12.0,0.3,9,5.919,3.4866309807026603,6.0,1,10,12.9,87.1,34.2
10,5,2000,1000,-12.0,0.3,0,4.42,1.893987113785938,4.0,2,10,0.0,100.0,5.5
10,5,2000,1000,-12.0,0.3,1,6.283,2.8395376338365326,5.0,2,10,0.0,100.0,30.4
10,5,2000,1000,-12.0,0.3,2,5.341,2.782168122069452,4.0,1,10,0.7000000000000001,99.3,20.5
10,5,2000,1000,-12.0,0.3,3,7.236,3.3644648346540382,10.0,1,10,4.5,95.5,54.7
10,5,2000,1000,-12.0,0.3,4,7.235,3.6109297713765933,10.0,1,10,11.200000000000001,88.8,59.5
10,5,2000,1000,-12.0,0.3,5,6.379,3.6754411800310267,7.0,1,10,13.4,86.6,45.7
10,5,2000,1000,-12.0,0.3,6,6.969,3.5834173465952692,10.0,1,10,10.100000000000001,89.9,53.300000000000004
10,5,2000,1000,-12.0,0.3,7,6.952,3.543762725445124,10.0,1,10,9.2,90.8,52.5
10,5,2000,1000,-12.0,0.3,8,6.963,3.3305740832060353,8.0,1,10,7.199999999999999,92.80000000000001,45.7
10,5,2000,1000,-12.0,0.3,9,6.911,3.3388961090796503,8.0,1,10,8.0,92.0,45.1
10,6,2000,1000,-12.0,0.3,0,4.135,1.6035418130957317,4.0,2,10,0.0,100.0,3.2
10,6,2000,1000,-12.0,0.3,1,6.284,2.926415539172096,5.0,2,10,0.0,100.0,32.800000000000004
10,6,2000,1000,-12.0,0.3,2,5.523,3.0529971817530055,4.0,1,10,0.1,99.9,26.8
10,6,2000,1000,-12.0,0.3,3,5.398,3.3155072897806437,4.0,1,10,6.800000000000001,93.2,28.9
10,6,2000,1000,-12.0,0.3,4,5.827,3.735106694864555,5.0,1,10,15.9,84.1,40.300000000000004
10,6,2000,1000,-12.0,0.3,5,6.717,3.880717842225968,10.0,1,10,18.099999999999998,81.89999999999999,54.50000000000001
10,6,2000,1000,-12.0,0.3,6,5.934,3.710716024356137,5.0,1,10,16.3,83.7,39.900000000000006
10,6,2000,1000,-12.0,0.3,7,5.505,3.5531112562935037,4.0,1,10,15.299999999999999,84.7,31.7
10,6,2000,1000,-12.0,0.3,8,6.059,3.6404356568646796,6.0,1,10,12.8,87.2,40.699999999999996
10,6,2000,1000,-12.0,0.3,9,6.265,3.6143932877924114,6.0,1,10,12.4,87.6,42.0
10,7,2000,1000,-12.0,0.3,0,4.083,1.5389865104930192,4.0,2,10,0.0,100.0,1.9
10,7,2000,1000,-12.0,0.3,1,6.88,2.987059176267273,6.0,2,10,0.0,100.0,43.1
10,7,2000,1000,-12.0,0.3,2,5.307,2.7568734739467735,4.0,1,10,1.0999999999999999,98.9,18.7
10,7,2000,1000,-12.0,0.3,3,5.708,3.353801422860928,5.0,1,10,7.3999999999999995,92.60000000000001,31.0
10,7,2000,1000,-12.0,0.3,4,6.523,3.6781788972261804,8.0,1,10,12.8,87.2,48.4
10,7,2000,1000,-12.0,0.3,5,6.833,3.78383779097736,10.0,1,10,14.7,85.3,55.50000000000001
10,7,2000,1000,-12.0,0.3,6,7.118,3.6646289724207426,10.0,1,10,11.4,88.6,58.4
10,7,2000,1000,-12.0,0.3,7,7.448,3.539466601597453,10.0,1,10,9.5,90.5,62.7
10,7,2000,1000,-12.0,0.3,8,6.337,3.57045923925469,7.0,1,10,11.799999999999999,88.2,41.9
10,7,2000,1000,-12.0,0.3,9,6.737,3.505155790705617,8.0,1,10,9.4,90.60000000000001,47.199999999999996
10,8,2000,1000,-12.0,0.3,0,4.674,2.1601829529904153,4.0,3,10,0.0,100.0,8.1
10,8,2000,1000,-12.0,0.3,1,7.078,2.89245264132056,7.0,2,10,0.0,100.0,42.699999999999996
10,8,2000,1000,-12.0,0.3,2,5.905,2.8834509340873633,5.0,1,10,0.3,99.7,24.8
10,8,2000,1000,-12.0,0.3,3,6.265,3.3781928878006933,6.0,1,10,4.5,95.5,39.6
10,8,2000,1000,-12.0,0.3,4,6.899,3.5622308303208663,10.0,1,10,8.5,91.5,52.5
10,8,2000,1000,-12.0,0.3,5,6.541,3.7266885041826616,8.5,1,10,14.2,85.8,49.5
10,8,2000,1000,-12.0,0.3,6,6.661,3.7094256750659986,10.0,1,10,14.000000000000002,86.0,50.5
10,8,2000,1000,-12.0,0.3,7,6.512,3.7916002205180113,9.0,1,10,15.299999999999999,84.7,49.9
10,8,2000,1000,-12.0,0.3,8,6.78,3.604523906508679,10.0,1,10,10.6,89.4,51.4
10,8,2000,1000,-12.0,0.3,9,6.155,3.5759981491553883,6.0,1,10,11.799999999999999,88.2,40.300000000000004
10,9,2000,1000,-12.0,0.3,0,4.488,2.1699227093527007,3.0,2,10,0.0,100.0,7.199999999999999
10,9,2000,1000,-12.0,0.3,1,7.069,2.971711639791127,7.0,2,10,0.0,100.0,44.7
10,9,2000,1000,-12.0,0.3,2,5.334,2.946714632794823,4.0,1,10,0.4,99.6,22.5
10,9,2000,1000,-12.0,0.3,3,6.949,3.430184421451005,10.0,1,10,4.3999999999999995,95.6,51.2
10,9,2000,1000,-12.0,0.3,4,6.96,3.6040795481494845,10.0,1,10,10.299999999999999,89.7,53.800000000000004
10,9,2000,1000,-12.0,0.3,5,6.937,3.6620269580440614,10.0,1,10,12.3,87.7,54.1
10,9,2000,1000,-12.0,0.3,6,6.052,3.666707070484461,6.0,1,10,15.6,84.39999999999999,39.900000000000006
10,9,2000,1000,-12.0,0.3,7,6.701,3.6817324935625284,9.0,1,10,13.900000000000002,86.1,49.8
10,9,2000,1000,-12.0,0.3,8,6.252,3.8355191574553773,7.0,1,10,17.599999999999998,82.39999999999999,46.9
10,9,2000,1000,-12.0,0.3,9,6.015,3.8597503381271534,6.0,1,10,17.1,82.89999999999999,45.0
10,10,2000,1000,-12.0,0.3,0,4.608,2.3651490291163326,4.0,2,10,0.0,100.0,8.7
10,10,2000,1000,-12.0,0.3,1,7.21,2.8917576423798486,8.0,2,10,0.0,100.0,45.9
10,10,2000,1000,-12.0,0.3,2,6.588,3.0606573842270595,6.0,1,10,0.3,99.7,37.2
10,10,2000,1000,-12.0,0.3,3,6.994,3.3863596134243372,10.0,1,10,3.4000000000000004,96.6,50.8
10,10,2000,1000,-12.0,0.3,4,6.883,3.655499100488697,10.0,1,10,9.9,90.10000000000001,54.2
10,10,2000,1000,-12.0,0.3,5,7.281,3.659430342338877,10.0,1,10,11.600000000000001,88.4,60.699999999999996
10,10,2000,1000,-12.0,0.3,6,6.812,3.6433404905292517,10.0,1,10,12.1,87.9,51.4
10,10,2000,1000,-12.0,0.3,7,7.46,3.428433192313095,10.0,1,10,8.9,91.10000000000001,59.8
10,10,2000,1000,-12.0,0.3,8,7.109,3.508194183112791,10.0,1,10,9.6,90.4,53.300000000000004
10,10,2000,1000,-12.0,0.3,9,7.402,3.11224711134609,9.0,1,10,6.2,93.8,49.8
