T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,mean_q_range,median_q_range,sd_q_range,mean_top2_gap,median_top2_gap,sd_top2_gap,mean_q_max,mean_q_min,mean_q_sd_across_treatments
10,1,2000,1000,-12.0,0.3,0,1.6221977397049276,1.1563203104800617,0.9999249909337699,0.3041864349523446,0.25999038653082884,0.1291963853987983,3.8641356883685876,2.2419379486636597,0.5697176201110297
10,1,2000,1000,-12.0,0.3,1,0.9750775328266486,0.6138507710016419,0.7232093468425884,0.24327606886073808,0.16738634340201597,0.17602510615210878,2.690751540987714,1.715674008161065,0.3349235441775991
10,1,2000,1000,-12.0,0.3,2,0.5537739999604928,0.4582071136355641,0.3348912129377303,0.14605169416056069,0.12597502584366493,0.07443623749684321,1.8393653986896752,1.2855913987291825,0.18759159461325986
10,1,2000,1000,-12.0,0.3,3,0.4678278950596448,0.3076403117642639,0.40184201770043176,0.10365479233500889,0.0869988100487511,0.05283071478851659,1.3563021514259812,0.8884742563663367,0.1595037805102337
10,1,2000,1000,-12.0,0.3,4,0.21449918417474104,0.13710257147416915,0.19834249589034553,0.04528032794089907,0.04195131967802712,0.021348607460285017,0.992105353796659,0.7776061696219181,0.07275083795961343
10,1,2000,1000,-12.0,0.3,5,0.12168448467321993,0.07252494510127039,0.135442455438054,0.023014276221054408,0.022539038988074633,0.011857563017628752,0.7488120462381167,0.6271275615648967,0.041234666887971144
10,1,2000,1000,-12.0,0.3,6,0.12240929631046751,0.059027072828578886,0.14028765850671113,0.019336232680274557,0.014513117856956526,0.012735376222678747,0.5608637921814932,0.43845449587102564,0.04168322935611569
10,1,2000,1000,-12.0,0.3,7,0.09168186758751694,0.054443719643224364,0.09775833136360534,0.013369842330906082,0.01024732718052912,0.008762567266936742,0.3919897214529049,0.300307853865388,0.031201109760281807
10,1,2000,1000,-12.0,0.3,8,0.07279016462249069,0.05313027360890721,0.06751831336210162,0.00964901097845491,0.007984563593339544,0.006309315159157794,0.2440002932733267,0.171210128650836,0.024644298425989506
10,1,2000,1000,-12.0,0.3,9,0.028918831228274145,0.01775991960007553,0.03123448985926894,0.0037866106777385087,0.00274211628331264,0.0030395209134858655,0.10928539427264658,0.08036656304437242,0.009784766788469
10,2,2000,1000,-12.0,0.3,0,1.9959670155117806,1.3354169326820418,1.4179775584370635,0.33282502178903045,0.27840284066265886,0.1792158740608368,3.991352387915691,1.9953853724039106,0.7092203902891547
10,2,2000,1000,-12.0,0.3,1,0.8102996498261759,0.5119476244097343,0.5906715057931351,0.1991093806395864,0.1361337239430167,0.15126814282032713,2.665679191009227,1.8553795411830514,0.2789533802341956
10,2,2000,1000,-12.0,0.3,2,0.663611044612438,0.4135845898227506,0.6122138267188006,0.15233336382093388,0.1109779097103818,0.10286406868365912,1.8656876195914396,1.2020765749790017,0.22691297387871423
10,2,2000,1000,-12.0,0.3,3,0.3404063535495129,0.20874498098752658,0.3303682964927061,0.07255342832363194,0.06325741401636098,0.03690189448430078,1.3800039078845134,1.0395975543350005,0.11527062256085567
10,2,2000,1000,-12.0,0.3,4,0.24845038807999562,0.12759889047596062,0.27636666214672934,0.04434786365558807,0.038887010391268406,0.025358563591312576,1.0759725252778374,0.827522137197842,0.08437480920309279
10,2,2000,1000,-12.0,0.3,5,0.1625387340420644,0.09249876968893989,0.17731623351220302,0.02691213346221361,0.024196296452398514,0.014588677554024937,0.8384482225271769,0.6759094884851125,0.05553278271616103
10,2,2000,1000,-12.0,0.3,6,0.1371423484286328,0.07804195964689997,0.14215118220554526,0.020235313172912706,0.015898559056410022,0.011846792189611209,0.6288784947780637,0.49173614634943086,0.046732526613539466
10,2,2000,1000,-12.0,0.3,7,0.09549130844329116,0.04502353680336846,0.10493173731749945,0.013242098775971435,0.008868849871052908,0.009434464540094828,0.4335297177961,0.3380384093528089,0.032461942214892577
10,2,2000,1000,-12.0,0.3,8,0.04400522539721185,0.026313333436512487,0.045147743167929084,0.006187756557748183,0.004874722188713598,0.0038204213879438793,0.26311825676199274,0.21911303136478094,0.014970892497005905
10,2,2000,1000,-12.0,0.3,9,0.03064556794207666,0.011911642413091644,0.03403678445417249,0.0039304717211981035,0.0020551040691823563,0.0033723872578481787,0.12434883889949656,0.0937032709574199,0.010366463622511026
10,3,2000,1000,-12.0,0.3,0,2.0551972153555162,1.4592192216777107,1.3677829021175036,0.3602963829064114,0.28974946195025897,0.18803168375602533,3.97356595082908,1.918368735473564,0.7300671072753634
10,3,2000,1000,-12.0,0.3,1,0.7536460731445618,0.5396864941305424,0.4707046713169773,0.19309356481587756,0.14193255613322675,0.13281318352680618,2.531302460559601,1.7776563874150397,0.25652031867898406
10,3,2000,1000,-12.0,0.3,2,0.6389864292881146,0.401897830732,0.5628346169577698,0.14867192506402438,0.11352468931610527,0.08940650433596997,1.831181862970198,1.1921954336820832,0.21857337009257066
10,3,2000,1000,-12.0,0.3,3,0.3342586551265057,0.22738077752685393,0.2915585352765689,0.0745193761708764,0.06599820142938184,0.035559628703497936,1.3797758867639214,1.0455172316374157,0.1133465436224017
10,3,2000,1000,-12.0,0.3,4,0.193778815004693,0.10218335097047371,0.21231956754768042,0.03680829873744845,0.03274772673783155,0.020152487934634845,1.0803276667330437,0.8865488517283509,0.06563838768316096
