T_final,c0_death,epsilon_selection,stage,n_admissible_treatments,mean_percentage,sd_percentage
12,-12.0,0.3,8,9,1.54,0.47656176001764045
12,-12.0,0.3,8,10,54.44,5.496099627109311
12,-12.0,0.3,9,1,9.059999999999999,1.5283978539634242
12,-12.0,0.3,9,2,8.28,1.4022204613477234
12,-12.0,0.3,9,3,6.63,1.0488618169764363
12,-12.0,0.3,9,4,5.9399999999999995,1.0200217862597072
12,-12.0,0.3,9,5,4.84,0.8682037651253178
12,-12.0,0.3,9,6,4.17,1.0583530181896355
12,-12.0,0.3,9,7,3.3,0.9626352718795766
12,-12.0,0.3,9,8,2.4,0.5944184833375669
12,-12.0,0.3,9,9,1.53,0.6600505031182589
12,-12.0,0.3,9,10,53.85,5.281676922257845
12,-12.0,0.3,10,1,6.85,1.3108521401490456
12,-12.0,0.3,10,2,6.9,1.3856406460551016
12,-12.0,0.3,10,3,5.779999999999999,0.975021367287234
12,-12.0,0.3,10,4,5.8,1.3316656236958784
12,-12.0,0.3,10,5,4.37,0.9499122766515515
12,-12.0,0.3,10,6,3.9899999999999998,0.6607235091591304
12,-12.0,0.3,10,7,3.3299999999999996,0.9922477289243626
12,-12.0,0.3,10,8,2.3,0.5537749241945383
12,-12.0,0.3,10,9,2.2199999999999998,0.8727988186161675
12,-12.0,0.3,10,10,58.46,4.7782377039611115
12,-12.0,0.3,11,1,6.220000000000001,2.0131788020165744
12,-12.0,0.3,11,2,5.55,1.4923880937015754
12,-12.0,0.3,11,3,5.55,1.902191718343168
12,-12.0,0.3,11,4,5.24,1.226739128294557
12,-12.0,0.3,11,5,4.07,0.9989438867568531
12,-12.0,0.3,11,6,3.37,1.0231215850414737
12,-12.0,0.3,11,7,2.87,0.6272515001532039
12,-12.0,0.3,11,8,2.83,0.9117138927438927
12,-12.0,0.3,11,9,1.97,0.7227263198011633
12,-12.0,0.3,11,10,62.33,8.007919691016996
