T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,n_admissible_treatments,percentage
12,2,2000,1000,-12.0,0.3,4,2,11.3
12,2,2000,1000,-12.0,0.3,4,3,8.0
12,2,2000,1000,-12.0,0.3,4,4,6.2
12,2,2000,1000,-12.0,0.3,4,5,5.9
12,2,2000,1000,-12.0,0.3,4,6,4.9
12,2,2000,1000,-12.0,0.3,4,7,2.8
12,2,2000,1000,-12.0,0.3,4,8,1.4
12,2,2000,1000,-12.0,0.3,4,9,0.7
12,2,2000,1000,-12.0,0.3,4,10,43.7
12,2,2000,1000,-12.0,0.3,5,1,17.7
12,2,2000,1000,-12.0,0.3,5,2,10.9
12,2,2000,1000,-12.0,0.3,5,3,6.8
12,2,2000,1000,-12.0,0.3,5,4,5.6
12,2,2000,1000,-12.0,0.3,5,5,2.8
12,2,2000,1000,-12.0,0.3,5,6,2.2
12,2,2000,1000,-12.0,0.3,5,7,2.1
12,2,2000,1000,-12.0,0.3,5,8,1.0
12,2,2000,1000,-12.0,0.3,5,9,0.8
12,2,2000,1000,-12.0,0.3,5,10,50.1
12,2,2000,1000,-12.0,0.3,6,1,13.2
12,2,2000,1000,-12.0,0.3,6,2,10.7
12,2,2000,1000,-12.0,0.3,6,3,6.3
12,2,2000,1000,-12.0,0.3,6,4,5.8
12,2,2000,1000,-12.0,0.3,6,5,3.5
12,2,2000,1000,-12.0,0.3,6,6,2.5
12,2,2000,1000,-12.0,0.3,6,7,1.3
12,2,2000,1000,-12.0,0.3,6,8,1.6
12,2,2000,1000,-12.0,0.3,6,9,0.9
12,2,2000,1000,-12.0,0.3,6,10,54.2
12,2,2000,1000,-12.0,0.3,7,1,11.5
12,2,2000,1000,-12.0,0.3,7,2,8.4
12,2,2000,1000,-12.0,0.3,7,3,6.0
12,2,2000,1000,-12.0,0.3,7,4,5.1
12,2,2000,1000,-12.0,0.3,7,5,2.8
12,2,2000,1000,-12.0,0.3,7,6,2.8
12,2,2000,1000,-12.0,0.3,7,7,2.4
12,2,2000,1000,-12.0,0.3,7,8,1.4
12,2,2000,1000,-12.0,0.3,7,9,1.3
12,2,2000,1000,-12.0,0.3,7,10,58.3
12,2,2000,1000,-12.0,0.3,8,1,13.3
12,2,2000,1000,-12.0,0.3,8,2,11.1
12,2,2000,1000,-12.0,0.3,8,3,9.3
12,2,2000,1000,-12.0,0.3,8,4,5.9
12,2,2000,1000,-12.0,0.3,8,5,3.4
12,2,2000,1000,-12.0,0.3,8,6,3.0
12,2,2000,1000,-12.0,0.3,8,7,2.6
12,2,2000,1000,-12.0,0.3,8,8,1.8
12,2,2000,1000,-12.0,0.3,8,9,1.8
12,2,2000,1000,-12.0,0.3,8,10,47.8
12,2,2000,1000,-12.0,0.3,9,1,11.9
12,2,2000,1000,-12.0,0.3,9,2,10.2
12,2,2000,1000,-12.0,0.3,9,3,6.7
12,2,2000,1000,-12.0,0.3,9,4,6.4
12,2,2000,1000,-12.0,0.3,9,5,3.8
12,2,2000,1000,-12.0,0.3,9,6,4.3
12,2,2000,1000,-12.0,0.3,9,7,3.3
12,2,2000,1000,-12.0,0.3,9,8,2.8
12,2,2000,1000,-12.0,0.3,9,9,0.9
12,2,2000,1000,-12.0,0.3,9,10,49.7
12,2,2000,1000,-12.0,0.3,10,1,8.2
12,2,2000,1000,-12.0,0.3,10,2,8.7
12,2,2000,1000,-12.0,0.3,10,3,6.7
12,2,2000,1000,-12.0,0.3,10,4,8.2
12,2,2000,1000,-12.0,0.3,10,5,5.2
12,2,2000,1000,-12.0,0.3,10,6,3.9
12,2,2000,1000,-12.0,0.3,10,7,3.1
12,2,2000,1000,-12.0,0.3,10,8,1.8
12,2,2000,1000,-12.0,0.3,10,9,2.1
12,2,2000,1000,-12.0,0.3,10,10,52.1
12,2,2000,1000,-12.0,0.3,11,1,7.5
12,2,2000,1000,-12.0,0.3,11,2,6.6
12,2,2000,1000,-12.0,0.3,11,3,6.8
12,2,2000,1000,-12.0,0.3,11,4,5.2
12,2,2000,1000,-12.0,0.3,11,5,4.2
12,2,2000,1000,-12.0,0.3,11,6,4.8
12,2,2000,1000,-12.0,0.3,11,7,3.2
12,2,2000,1000,-12.0,0.3,11,8,2.4
12,2,2000,1000,-12.0,0.3,11,9,2.6
12,2,2000,1000,-12.0,0.3,11,10,56.7
12,3,2000,1000,-12.0,0.3,0,2,7.9
12,3,2000,1000,-12.0,0.3,0,3,45.6
12,3,2000,1000,-12.0,0.3,0,4,21.7
12,3,2000,1000,-12.0,0.3,0,5,9.7
12,3,2000,1000,-12.0,0.3,0,6,2.1
12,3,2000,1000,-12.0,0.3,0,7,1.8
12,3,2000,1000,-12.0,0.3,0,8,1.8
12,3,2000,1000,-12.0,0.3,0,9,2.5
12,3,2000,1000,-12.0,0.3,0,10,6.9
12,3,2000,1000,-12.0,0.3,1,2,3.4
12,3,2000,1000,-12.0,0.3,1,3,13.7
12,3,2000,1000,-12.0,0.3,1,4,16.9
12,3,2000,1000,-12.0,0.3,1,5,10.5
12,3,2000,1000,-12.0,0.3,1,6,4.8
12,3,2000,1000,-12.0,0.3,1,7,3.5
12,3,2000,1000,-12.0,0.3,1,8,1.7
12,3,2000,1000,-12.0,0.3,1,9,1.5
12,3,2000,1000,-12.0,0.3,1,10,44.0
12,3,2000,1000,-12.0,0.3,2,1,0.3
12,3,2000,1000,-12.0,0.3,2,2,10.3
12,3,2000,1000,-12.0,0.3,2,3,12.7
12,3,2000,1000,-12.0,0.3,2,4,17.6
12,3,2000,1000,-12.0,0.3,2,5,12.4
12,3,2000,1000,-12.0,0.3,2,6,6.1
12,3,2000,1000,-12.0,0.3,2,7,5.5
12,3,2000,1000,-12.0,0.3,2,8,4.7
12,3,2000,1000,-12.0,0.3,2,9,1.9
12,3,2000,1000,-12.0,0.3,2,10,28.5
12,3,2000,1000,-12.0,0.3,3,1,5.1
12,3,2000,1000,-12.0,0.3,3,2,11.7
12,3,2000,1000,-12.0,0.3,3,3,8.9
12,3,2000,1000,-12.0,0.3,3,4,9.2
12,3,2000,1000,-12.0,0.3,3,5,7.9
12,3,2000,1000,-12.0,0.3,3,6,5.1
12,3,2000,1000,-12.0,0.3,3,7,3.7
12,3,2000,1000,-12.0,0.3,3,8,1.2
12,3,2000,1000,-12.0,0.3,3,9,1.2
12,3,2000,1000,-12.0,0.3,3,10,46.0
12,3,2000,1000,-12.0,0.3,4,1,11.5
12,3,2000,1000,-12.0,0.3,4,2,9.1
12,3,2000,1000,-12.0,0.3,4,3,6.6
12,3,2000,1000,-12.0,0.3,4,4,6.4
12,3,2000,1000,-12.0,0.3,4,5,5.6
12,3,2000,1000,-12.0,0.3,4,6,3.7
12,3,2000,1000,-12.0,0.3,4,7,3.5
12,3,2000,1000,-12.0,0.3,4,8,1.0
12,3,2000,1000,-12.0,0.3,4,9,0.4
12,3,2000,1000,-12.0,0.3,4,10,52.2
12,3,2000,1000,-12.0,0.3,5,1,14.5
12,3,2000,1000,-12.0,0.3,5,2,7.8
12,3,2000,1000,-12.0,0.3,5,3,4.5
12,3,2000,1000,-12.0,0.3,5,4,3.0
12,3,2000,1000,-12.0,0.3,5,5,2.1
12,3,2000,1000,-12.0,0.3,5,6,2.2
12,3,2000,1000,-12.0,0.3,5,7,1.1
12,3,2000,1000,-12.0,0.3,5,8,0.8
12,3,2000,1000,-12.0,0.3,5,9,0.4
12,3,2000,1000,-12.0,0.3,5,10,63.6
12,3,2000,1000,-12.0,0.3,6,1,10.6
12,3,2000,1000,-12.0,0.3,6,2,11.0
12,3,2000,1000,-12.0,0.3,6,3,6.0
12,3,2000,1000,-12.0,0.3,6,4,4.7
12,3,2000,1000,-12.0,0.3,6,5,2.9
12,3,2000,1000,-12.0,0.3,6,6,1.8
12,3,2000,1000,-12.0,0.3,6,7,1.7
12,3,2000,1000,-12.0,0.3,6,8,1.6
12,3,2000,1000,-12.0,0.3,6,9,0.6
12,3,2000,1000,-12.0,0.3,6,10,59.1
12,3,2000,1000,-12.0,0.3,7,1,9.9
12,3,2000,1000,-12.0,0.3,7,2,8.3
12,3,2000,1000,-12.0,0.3,7,3,6.7
12,3,2000,1000,-12.0,0.3,7,4,4.9
12,3,2000,1000,-12.0,0.3,7,5,3.5
12,3,2000,1000,-12.0,0.3,7,6,3.0
12,3,2000,1000,-12.0,0.3,7,7,2.2
12,3,2000,1000,-12.0,0.3,7,8,1.2
12,3,2000,1000,-12.0,0.3,7,9,0.6
12,3,2000,1000,-12.0,0.3,7,10,59.7
12,3,2000,1000,-12.0,0.3,8,1,10.6
12,3,2000,1000,-12.0,0.3,8,2,8.4
12,3,2000,1000,-12.0,0.3,8,3,7.4
12,3,2000,1000,-12.0,0.3,8,4,5.7
12,3,2000,1000,-12.0,0.3,8,5,4.6
12,3,2000,1000,-12.0,0.3,8,6,2.7
12,3,2000,1000,-12.0,0.3,8,7,2.3
12,3,2000,1000,-12.0,0.3,8,8,2.3
12,3,2000,1000,-12.0,0.3,8,9,1.8
12,3,2000,1000,-12.0,0.3,8,10,54.2
12,3,2000,1000,-12.0,0.3,9,1,8.7
12,3,2000,1000,-12.0,0.3,9,2,9.3
12,3,2000,1000,-12.0,0.3,9,3,6.6
12,3,2000,1000,-12.0,0.3,9,4,7.1
12,3,2000,1000,-12.0,0.3,9,5,4.2
12,3,2000,1000,-12.0,0.3,9,6,3.4
12,3,2000,1000,-12.0,0.3,9,7,3.9
12,3,2000,1000,-12.0,0.3,9,8,2.8
12,3,2000,1000,-12.0,0.3,9,9,1.8
12,3,2000,1000,-12.0,0.3,9,10,52.2
12,3,2000,1000,-12.0,0.3,10,1,6.9
12,3,2000,1000,-12.0,0.3,10,2,7.7
12,3,2000,1000,-12.0,0.3,10,3,6.0
12,3,2000,1000,-12.0,0.3,10,4,6.1
12,3,2000,1000,-12.0,0.3,10,5,3.4
12,3,2000,1000,-12.0,0.3,10,6,4.3
12,3,2000,1000,-12.0,0.3,10,7,5.3
12,3,2000,1000,-12.0,0.3,10,8,3.1
12,3,2000,1000,-12.0,0.3,10,9,2.3
12,3,2000,1000,-12.0,0.3,10,10,54.9
12,3,2000,1000,-12.0,0.3,11,1,4.4
12,3,2000,1000,-12.0,0.3,11,2,4.7
12,3,2000,1000,-12.0,0.3,11,3,4.3
12,3,2000,1000,-12.0,0.3,11,4,5.0
12,3,2000,1000,-12.0,0.3,11,5,3.0
12,3,2000,1000,-12.0,0.3,11,6,3.4
12,3,2000,1000,-12.0,0.3,11,7,4.0
12,3,2000,1000,-12.0,0.3,11,8,4.0
12,3,2000,1000,-12.0,0.3,11,9,2.6
12,3,2000,1000,-12.0,0.3,11,10,64.6
12,4,2000,1000,-12.0,0.3,0,2,0.2
12,4,2000,1000,-12.0,0.3,0,3,29.2
12,4,2000,1000,-12.0,0.3,0,4,34.7
12,4,2000,1000,-12.0,0.3,0,5,17.1
12,4,2000,1000,-12.0,0.3,0,6,6.0
12,4,2000,1000,-12.0,0.3,0,7,5.7
12,4,2000,1000,-12.0,0.3,0,8,2.3
12,4,2000,1000,-12.0,0.3,0,9,1.0
12,4,2000,1000,-12.0,0.3,0,10,3.8
12,4,2000,1000,-12.0,0.3,1,2,5.0
12,4,2000,1000,-12.0,0.3,1,3,10.7
12,4,2000,1000,-12.0,0.3,1,4,14.5
12,4,2000,1000,-12.0,0.3,1,5,10.0
12,4,2000,1000,-12.0,0.3,1,6,5.9
12,4,2000,1000,-12.0,0.3,1,7,3.4
12,4,2000,1000,-12.0,0.3,1,8,2.0
12,4,2000,1000,-12.0,0.3,1,9,0.7
12,4,2000,1000,-12.0,0.3,1,10,47.8
12,4,2000,1000,-12.0,0.3,2,1,1.4
12,4,2000,1000,-12.0,0.3,2,2,14.7
12,4,2000,1000,-12.0,0.3,2,3,15.5
12,4,2000,1000,-12.0,0.3,2,4,14.1
12,4,2000,1000,-12.0,0.3,2,5,8.7
12,4,2000,1000,-12.0,0.3,2,6,9.0
12,4,2000,1000,-12.0,0.3,2,7,7.0
12,4,2000,1000,-12.0,0.3,2,8,2.5
12,4,2000,1000,-12.0,0.3,2,9,1.7
12,4,2000,1000,-12.0,0.3,2,10,25.4
12,4,2000,1000,-12.0,0.3,3,1,7.0
12,4,2000,1000,-12.0,0.3,3,2,13.3
12,4,2000,1000,-12.0,0.3,3,3,11.0
12,4,2000,1000,-12.0,0.3,3,4,7.4
12,4,2000,1000,-12.0,0.3,3,5,8.0
12,4,2000,1000,-12.0,0.3,3,6,5.0
12,4,2000,1000,-12.0,0.3,3,7,2.8
12,4,2000,1000,-12.0,0.3,3,8,1.9
12,4,2000,1000,-12.0,0.3,3,9,0.7
12,4,2000,1000,-12.0,0.3,3,10,42.9
12,4,2000,1000,-12.0,0.3,4,1,13.1
12,4,2000,1000,-12.0,0.3,4,2,9.6
12,4,2000,1000,-12.0,0.3,4,3,7.0
12,4,2000,1000,-12.0,0.3,4,4,4.5
12,4,2000,1000,-12.0,0.3,4,5,4.0
12,4,2000,1000,-12.0,0.3,4,6,3.6
12,4,2000,1000,-12.0,0.3,4,7,1.5
12,4,2000,1000,-12.0,0.3,4,8,1.7
12,4,2000,1000,-12.0,0.3,4,9,1.2
12,4,2000,1000,-12.0,0.3,4,10,53.8
12,4,2000,1000,-12.0,0.3,5,1,14.5
12,4,2000,1000,-12.0,0.3,5,2,9.7
12,4,2000,1000,-12.0,0.3,5,3,7.7
12,4,2000,1000,-12.0,0.3,5,4,5.6
12,4,2000,1000,-12.0,0.3,5,5,5.0
12,4,2000,1000,-12.0,0.3,5,6,3.1
12,4,2000,1000,-12.0,0.3,5,7,2.7
12,4,2000,1000,-12.0,0.3,5,8,1.0
12,4,2000,1000,-12.0,0.3,5,9,0.9
12,4,2000,1000,-12.0,0.3,5,10,49.8
12,4,2000,1000,-12.0,0.3,6,1,11.2
12,4,2000,1000,-12.0,0.3,6,2,8.9
12,4,2000,1000,-12.0,0.3,6,3,7.4
12,4,2000,1000,-12.0,0.3,6,4,4.0
12,4,2000,1000,-12.0,0.3,6,5,4.0
12,4,2000,1000,-12.0,0.3,6,6,3.4
12,4,2000,1000,-12.0,0.3,6,7,3.4
12,4,2000,1000,-12.0,0.3,6,8,1.4
12,4,2000,1000,-12.0,0.3,6,9,1.2
12,4,2000,1000,-12.0,0.3,6,10,55.1
12,4,2000,1000,-12.0,0.3,7,1,11.0
12,4,2000,1000,-12.0,0.3,7,2,7.6
12,4,2000,1000,-12.0,0.3,7,3,6.9
12,4,2000,1000,-12.0,0.3,7,4,5.0
12,4,2000,1000,-12.0,0.3,7,5,3.7
12,4,2000,1000,-12.0,0.3,7,6,2.2
12,4,2000,1000,-12.0,0.3,7,7,2.3
12,4,2000,1000,-12.0,0.3,7,8,1.2
12,4,2000,1000,-12.0,0.3,7,9,1.2
12,4,2000,1000,-12.0,0.3,7,10,58.9
12,4,2000,1000,-12.0,0.3,8,1,10.3
12,4,2000,1000,-12.0,0.3,8,2,8.6
12,4,2000,1000,-12.0,0.3,8,3,7.2
12,4,2000,1000,-12.0,0.3,8,4,6.0
12,4,2000,1000,-12.0,0.3,8,5,5.2
12,4,2000,1000,-12.0,0.3,8,6,3.7
12,4,2000,1000,-12.0,0.3,8,7,3.3
12,4,2000,1000,-12.0,0.3,8,8,2.2
12,4,2000,1000,-12.0,0.3,8,9,1.4
12,4,2000,1000,-12.0,0.3,8,10,52.1
12,4,2000,1000,-12.0,0.3,9,1,8.7
12,4,2000,1000,-12.0,0.3,9,2,8.0
12,4,2000,1000,-12.0,0.3,9,3,6.7
12,4,2000,1000,-12.0,0.3,9,4,4.2
12,4,2000,1000,-12.0,0.3,9,5,4.5
12,4,2000,1000,-12.0,0.3,9,6,3.9
12,4,2000,1000,-12.0,0.3,9,7,2.6
12,4,2000,1000,-12.0,0.3,9,8,2.2
12,4,2000,1000,-12.0,0.3,9,9,0.6
12,4,2000,1000,-12.0,0.3,9,10,58.6
12,4,2000,1000,-12.0,0.3,10,1,6.0
12,4,2000,1000,-12.0,0.3,10,2,5.9
12,4,2000,1000,-12.0,0.3,10,3,5.8
12,4,2000,1000,-12.0,0.3,10,4,5.7
12,4,2000,1000,-12.0,0.3,10,5,4.1
12,4,2000,1000,-12.0,0.3,10,6,3.6
12,4,2000,1000,-12.0,0.3,10,7,3.3
12,4,2000,1000,-12.0,0.3,10,8,1.7
12,4,2000,1000,-12.0,0.3,10,9,1.1
12,4,2000,1000,-12.0,0.3,10,10,62.8
12,4,2000,1000,-12.0,0.3,11,1,6.6
12,4,2000,1000,-12.0,0.3,11,2,5.7
12,4,2000,1000,-12.0,0.3,11,3,6.3
12,4,2000,1000,-12.0,0.3,11,4,4.6
12,4,2000,1000,-12.0,0.3,11,5,4.8
12,4,2000,1000,-12.0,0.3,11,6,4.5
12,4,2000,1000,-12.0,0.3,11,7,2.9
12,4,2000,1000,-12.0,0.3,11,8,3.4
12,4,2000,1000,-12.0,0.3,11,9,1.7
12,4,2000,1000,-12.0,0.3,11,10,59.5
12,5,2000,1000,-12.0,0.3,0,2,4.9
12,5,2000,1000,-12.0,0.3,0,3,40.8
12,5,2000,1000,-12.0,0.3,0,4,32.1
12,5,2000,1000,-12.0,0.3,0,5,8.4
12,5,2000,1000,-12.0,0.3,0,6,5.2
12,5,2000,1000,-12.0,0.3,0,7,4.1
12,5,2000,1000,-12.0,0.3,0,8,2.4
12,5,2000,1000,-12.0,0.3,0,10,2.1
12,5,2000,1000,-12.0,0.3,1,2,3.0
12,5,2000,1000,-12.0,0.3,1,3,11.7
12,5,2000,1000,-12.0,0.3,1,4,15.2
12,5,2000,1000,-12.0,0.3,1,5,10.1
12,5,2000,1000,-12.0,0.3,1,6,7.7
12,5,2000,1000,-12.0,0.3,1,7,4.1
12,5,2000,1000,-12.0,0.3,1,8,2.8
12,5,2000,1000,-12.0,0.3,1,9,2.0
12,5,2000,1000,-12.0,0.3,1,10,43.4
12,5,2000,1000,-12.0,0.3,2,1,0.7
12,5,2000,1000,-12.0,0.3,2,2,11.3
12,5,2000,1000,-12.0,0.3,2,3,14.5
12,5,2000,1000,-12.0,0.3,2,4,11.3
12,5,2000,1000,-12.0,0.3,2,5,7.4
12,5,2000,1000,-12.0,0.3,2,6,5.8
12,5,2000,1000,-12.0,0.3,2,7,8.3
12,5,2000,1000,-12.0,0.3,2,8,3.3
12,5,2000,1000,-12.0,0.3,2,9,2.5
12,5,2000,1000,-12.0,0.3,2,10,34.9
12,5,2000,1000,-12.0,0.3,3,1,5.0
12,5,2000,1000,-12.0,0.3,3,2,13.2
12,5,2000,1000,-12.0,0.3,3,3,7.3
12,5,2000,1000,-12.0,0.3,3,4,6.5
12,5,2000,1000,-12.0,0.3,3,5,3.3
12,5,2000,1000,-12.0,0.3,3,6,3.9
12,5,2000,1000,-12.0,0.3,3,7,3.1
12,5,2000,1000,-12.0,0.3,3,8,1.9
12,5,2000,1000,-12.0,0.3,3,9,1.8
12,5,2000,1000,-12.0,0.3,3,10,54.0
12,5,2000,1000,-12.0,0.3,4,1,11.3
12,5,2000,1000,-12.0,0.3,4,2,9.3
12,5,2000,1000,-12.0,0.3,4,3,7.1
12,5,2000,1000,-12.0,0.3,4,4,7.0
12,5,2000,1000,-12.0,0.3,4,5,5.1
12,5,2000,1000,-12.0,0.3,4,6,2.9
