T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,mean_n_admissible,sd_n_admissible,median_n_admissible,min_n_admissible,max_n_admissible,pct_1_treatment,pct_2plus_treatments,pct_all_treatments
12,3,2000,1000,-12.0,0.3,7,7.291,3.557945752534456,10.0,1,10,9.9,90.10000000000001,59.699999999999996
12,3,2000,1000,-12.0,0.3,8,7.043,3.5788208894772815,10.0,1,10,10.6,89.4,54.2
12,3,2000,1000,-12.0,0.3,9,7.048,3.487385533298241,10.0,1,10,8.7,91.3,52.2
12,3,2000,1000,-12.0,0.3,10,7.391,3.319508719394805,10.0,1,10,6.9,93.10000000000001,54.900000000000006
12,3,2000,1000,-12.0,0.3,11,8.115,2.962186616259946,10.0,1,10,4.3999999999999995,95.6,64.60000000000001
12,4,2000,1000,-12.0,0.3,0,4.536,1.710447201649215,4.0,2,10,0.0,100.0,3.8
12,4,2000,1000,-12.0,0.3,1,7.096,3.012616779456003,8.0,2,10,0.0,100.0,47.8
12,4,2000,1000,-12.0,0.3,2,5.695,3.0084923177608456,5.0,1,10,1.4000000000000001,98.6,25.4
12,4,2000,1000,-12.0,0.3,3,6.363,3.4864575698531577,6.0,1,10,7.000000000000001,93.0,42.9
12,4,2000,1000,-12.0,0.3,4,6.858,3.7064232858071637,10.0,1,10,13.100000000000001,86.9,53.800000000000004
12,4,2000,1000,-12.0,0.3,5,6.56,3.736356562262274,9.0,1,10,14.499999999999998,85.5,49.8
12,4,2000,1000,-12.0,0.3,6,7.044,3.6093061786292235,10.0,1,10,11.200000000000001,88.8,55.1
12,4,2000,1000,-12.0,0.3,7,7.241,3.591631776618925,10.0,1,10,11.0,89.0,58.9
12,4,2000,1000,-12.0,0.3,8,6.956,3.545791397789306,10.0,1,10,10.299999999999999,89.7,52.1
12,4,2000,1000,-12.0,0.3,9,7.347,3.4659203112021495,10.0,1,10,8.7,91.3,58.599999999999994
12,4,2000,1000,-12.0,0.3,10,7.747,3.231320540031959,10.0,1,10,6.0,94.0,62.8
12,4,2000,1000,-12.0,0.3,11,7.641,3.242936267587699,10.0,1,10,6.6000000000000005,93.4,59.5
12,5,2000,1000,-12.0,0.3,0,4.027,1.5513470526215847,4.0,2,10,0.0,100.0,2.1
12,5,2000,1000,-12.0,0.3,1,7.017,2.9143102450158263,7.0,2,10,0.0,100.0,43.4
12,5,2000,1000,-12.0,0.3,2,6.398,3.1127616814149595,6.0,1,10,0.7000000000000001,99.3,34.9
12,5,2000,1000,-12.0,0.3,3,7.123,3.4600350927184023,10.0,1,10,5.0,95.0,54.0
12,5,2000,1000,-12.0,0.3,4,6.874,3.6435421500786016,10.0,1,10,11.3,88.7,54.0
12,5,2000,1000,-12.0,0.3,5,7.058,3.6444365707085526,10.0,1,10,12.6,87.4,56.49999999999999
12,5,2000,1000,-12.0,0.3,6,7.334,3.535101263180581,10.0,1,10,9.6,90.4,59.599999999999994
12,5,2000,1000,-12.0,0.3,7,7.572,3.4578566732548026,10.0,1,10,8.3,91.7,64.3
12,5,2000,1000,-12.0,0.3,8,7.718,3.2580808908145746,10.0,1,10,5.800000000000001,94.19999999999999,62.3
12,5,2000,1000,-12.0,0.3,9,7.535,3.307826585042921,10.0,1,10,7.7,92.30000000000001,58.599999999999994
12,5,2000,1000,-12.0,0.3,10,7.611,3.246878689021384,10.0,1,10,6.7,93.30000000000001,59.0
12,5,2000,1000,-12.0,0.3,11,7.543,3.2577237089360054,10.0,1,10,6.3,93.7,56.89999999999999
12,6,2000,1000,-12.0,0.3,0,4.411,2.54490776955778,3.0,2,10,0.0,100.0,12.8
12,6,2000,1000,-12.0,0.3,1,7.094,2.9437781556750893,7.0,2,10,0.0,100.0,46.1
12,6,2000,1000,-12.0,0.3,2,7.006,3.2097143589837187,8.0,1,10,0.5,99.5,47.699999999999996
12,6,2000,1000,-12.0,0.3,3,7.146,3.4293504406001505,10.0,1,10,5.2,94.8,55.300000000000004
12,6,2000,1000,-12.0,0.3,4,6.778,3.6480164506240955,10.0,1,10,11.700000000000001,88.3,51.7
12,6,2000,1000,-12.0,0.3,5,7.088,3.751577045767597,10.0,1,10,14.6,85.39999999999999,59.4
12,6,2000,1000,-12.0,0.3,6,7.521,3.533276530791645,10.0,1,10,10.9,89.1,63.9
12,6,2000,1000,-12.0,0.3,7,7.389,3.4721369118649013,10.0,1,10,9.3,90.7,59.099999999999994
12,6,2000,1000,-12.0,0.3,8,7.051,3.4293088456945897,10.0,1,10,8.1,91.9,50.1
12,6,2000,1000,-12.0,0.3,9,6.845,3.3779261959648235,8.0,1,10,9.1,90.9,45.300000000000004
12,6,2000,1000,-12.0,0.3,10,7.613,3.1939681326576244,10.0,1,10,6.4,93.60000000000001,56.2
12,6,2000,1000,-12.0,0.3,11,6.981,3.5334295131110403,10.0,1,10,9.4,90.60000000000001,53.900000000000006
12,7,2000,1000,-12.0,0.3,0,4.214,1.5686505871814362,4.0,2,10,0.0,100.0,3.1
12,7,2000,1000,-12.0,0.3,1,6.521,2.7998925690816066,6.0,2,10,0.0,100.0,34.1
12,7,2000,1000,-12.0,0.3,2,6.012,2.995133857914672,6.0,1,10,0.3,99.7,27.400000000000002
12,7,2000,1000,-12.0,0.3,3,6.822,3.404395086635202,8.0,1,10,5.1,94.89999999999999,47.699999999999996
12,7,2000,1000,-12.0,0.3,4,7.007,3.7119711380518208,10.0,1,10,11.899999999999999,88.1,56.99999999999999
12,7,2000,1000,-12.0,0.3,5,7.139,3.6852761443696807,10.0,1,10,12.4,87.6,58.699999999999996
12,7,2000,1000,-12.0,0.3,6,6.632,3.597988538269893,8.0,1,10,12.2,87.8,47.199999999999996
12,7,2000,1000,-12.0,0.3,7,6.777,3.6656115052890845,10.0,1,10,11.5,88.5,52.1
12,7,2000,1000,-12.0,0.3,8,6.908,3.523059458474686,10.0,1,10,9.9,90.10000000000001,50.4
12,7,2000,1000,-12.0,0.3,9,7.005,3.4694397259517293,10.0,1,10,8.200000000000001,91.8,52.5
12,7,2000,1000,-12.0,0.3,10,7.604,3.3466975340452243,10.0,1,10,7.8,92.2,61.5
12,7,2000,1000,-12.0,0.3,11,7.898,3.2351293733113766,10.0,1,10,7.199999999999999,92.80000000000001,65.10000000000001
12,8,2000,1000,-12.0,0.3,0,4.334,2.147336735366639,3.0,2,10,0.0,100.0,6.9
12,8,2000,1000,-12.0,0.3,1,7.354,2.729493384152842,8.0,2,10,0.0,100.0,46.9
12,8,2000,1000,-12.0,0.3,2,5.939,3.026621786652478,5.0,1,10,0.5,99.5,28.000000000000004
12,8,2000,1000,-12.0,0.3,3,6.732,3.4814215912894397,8.0,1,10,6.5,93.5,47.8
12,8,2000,1000,-12.0,0.3,4,6.907,3.7502553800261946,10.0,1,10,13.4,86.6,55.60000000000001
12,8,2000,1000,-12.0,0.3,5,7.036,3.7024873277855272,10.0,1,10,12.5,87.5,56.89999999999999
12,8,2000,1000,-12.0,0.3,6,6.915,3.6626752777430585,10.0,1,10,13.5,86.5,53.800000000000004
12,8,2000,1000,-12.0,0.3,7,7.455,3.5279486137727996,10.0,1,10,9.700000000000001,90.3,62.2
12,8,2000,1000,-12.0,0.3,8,7.208,3.5021423444801614,10.0,1,10,9.2,90.8,56.599999999999994
12,8,2000,1000,-12.0,0.3,9,7.206,3.4654831659630916,10.0,1,10,8.4,91.60000000000001,54.6
12,8,2000,1000,-12.0,0.3,10,8.021,3.0649556200625403,10.0,1,10,5.2,94.8,65.2
12,8,2000,1000,-12.0,0.3,11,8.645,2.6660988509586594,10.0,1,10,3.3000000000000003,96.7,75.6
12,9,2000,1000,-12.0,0.3,0,4.514,1.5576361032764456,4.0,3,10,0.0,100.0,2.9000000000000004
12,9,2000,1000,-12.0,0.3,1,6.618,3.0041806039419634,6.0,2,10,0.0,100.0,39.1
12,9,2000,1000,-12.0,0.3,2,5.354,2.931087729030858,4.0,1,10,2.0,98.0,21.7
12,9,2000,1000,-12.0,0.3,3,5.915,3.3706284482476168,5.0,1,10,9.4,90.60000000000001,33.0
12,9,2000,1000,-12.0,0.3,4,6.301,3.638631423851369,6.0,1,10,14.399999999999999,85.6,43.6
12,9,2000,1000,-12.0,0.3,5,7.063,3.7604749928928087,10.0,1,10,14.000000000000002,86.0,59.099999999999994
12,9,2000,1000,-12.0,0.3,6,7.653,3.4809061618647097,10.0,1,10,9.8,90.2,65.7
12,9,2000,1000,-12.0,0.3,7,7.829,3.3260820527794897,10.0,1,10,7.7,92.30000000000001,66.2
12,9,2000,1000,-12.0,0.3,8,7.265,3.4794944865428197,10.0,1,10,8.799999999999999,91.2,56.3
12,9,2000,1000,-12.0,0.3,9,7.654,3.3306722110374922,10.0,1,10,7.8,92.2,61.8
12,9,2000,1000,-12.0,0.3,10,7.889,3.187921241474112,10.0,1,10,4.9,95.1,63.9
12,9,2000,1000,-12.0,0.3,11,8.637,2.7023200279636637,10.0,1,10,3.6999999999999997,96.3,75.8
12,10,2000,1000,-12.0,0.3,0,4.301,1.8708016727860008,4.0,2,10,0.0,100.0,4.0
12,10,2000,1000,-12.0,0.3,1,7.079,3.0685786897479383,8.0,2,10,0.0,100.0,47.199999999999996
12,10,2000,1000,-12.0,0.3,2,6.43,3.089764820604741,6.0,1,10,0.5,99.5,35.9
12,10,2000,1000,-12.0,0.3,3,6.425,3.4843242552201588,7.0,1,10,7.199999999999999,92.80000000000001,42.1
12,10,2000,1000,-12.0,0.3,4,6.772,3.7900369893155896,10.0,1,10,15.299999999999999,84.7,54.300000000000004
12,10,2000,1000,-12.0,0.3,5,6.786,3.7731207826466995,10.0,1,10,14.399999999999999,85.6,54.400000000000006
12,10,2000,1000,-12.0,0.3,6,6.971,3.648214421942393,10.0,1,10,12.3,87.7,55.00000000000001
12,10,2000,1000,-12.0,0.3,7,6.399,3.626423851392712,7.0,1,10,13.900000000000002,86.1,44.1
12,10,2000,1000,-12.0,0.3,8,6.7,3.6385765402474686,10.0,1,10,11.700000000000001,88.3,50.2
12,10,2000,1000,-12.0,0.3,9,6.592,3.631628384722854,8.0,1,10,11.799999999999999,88.2,47.9
12,10,2000,1000,-12.0,0.3,10,6.963,3.524493304441512,10.0,1,10,9.1,90.9,52.0
12,10,2000,1000,-12.0,0.3,11,7.259,3.414905647390654,10.0,1,10,8.4,91.60000000000001,54.300000000000004
