T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,mean_n_admissible,sd_n_admissible,median_n_admissible,min_n_admissible,max_n_admissible,pct_1_treatment,pct_2plus_treatments,pct_all_treatments
5,8,2000,1000,-12.0,0.3,3,5.307,3.518967765429819,4.0,1,10,10.6,89.4,30.099999999999998
5,8,2000,1000,-12.0,0.3,4,4.798,3.4735084944852606,3.0,1,10,17.4,82.6,25.7
5,9,2000,1000,-12.0,0.3,0,4.752,3.0254999007849346,3.0,2,10,0.0,100.0,16.0
5,9,2000,1000,-12.0,0.3,1,6.175,2.8408529432980942,5.0,2,10,0.0,100.0,30.2
5,9,2000,1000,-12.0,0.3,2,4.397,2.8627934935280583,3.0,1,10,2.9000000000000004,97.1,15.6
5,9,2000,1000,-12.0,0.3,3,4.78,3.351541859030383,3.0,1,10,12.8,87.2,24.3
5,9,2000,1000,-12.0,0.3,4,3.663,3.082033408308536,2.0,1,10,25.8,74.2,14.499999999999998
5,10,2000,1000,-12.0,0.3,0,3.855,1.774577167700555,3.0,2,10,0.0,100.0,3.5000000000000004
5,10,2000,1000,-12.0,0.3,1,5.623,2.8033425994212213,4.0,2,10,0.0,100.0,23.0
5,10,2000,1000,-12.0,0.3,2,4.831,2.8845727170171602,4.0,1,10,3.1,96.89999999999999,17.8
5,10,2000,1000,-12.0,0.3,3,6.034,3.4639345898620606,6.0,1,10,7.9,92.10000000000001,36.8
5,10,2000,1000,-12.0,0.3,4,4.251,3.464679350676337,3.0,1,10,23.3,76.7,23.5
