T_final,replication,n_train,n_test,c0_death,epsilon_selection,stage,mean_n_admissible,sd_n_admissible,median_n_admissible,min_n_admissible,max_n_admissible,pct_1_treatment,pct_2plus_treatments,pct_all_treatments
7,4,2000,1000,-12.0,0.3,0,4.171,1.8674169984891555,4.0,2,10,0.0,100.0,4.1000000000000005
7,4,2000,1000,-12.0,0.3,1,5.919,2.8849197149594583,5.0,2,10,0.0,100.0,27.700000000000003
7,4,2000,1000,-12.0,0.3,2,5.196,2.8603786053188425,4.0,1,10,1.0999999999999999,98.9,19.0
7,4,2000,1000,-12.0,0.3,3,6.171,3.4148821971512313,6.0,1,10,7.3,92.7,37.5
7,4,2000,1000,-12.0,0.3,4,6.147,3.7066332608082675,6.0,1,10,14.399999999999999,85.6,43.3
7,4,2000,1000,-12.0,0.3,5,5.612,3.689860576101904,4.0,1,10,15.9,84.1,37.1
7,4,2000,1000,-12.0,0.3,6,4.31,3.3987426280098716,3.0,1,10,24.0,76.0,22.1
7,5,2000,1000,-12.0,0.3,0,4.311,2.4016758830131613,3.0,2,10,0.0,100.0,8.4
7,5,2000,1000,-12.0,0.3,1,5.561,2.773079329728771,4.0,2,10,0.0,100.0,22.6
7,5,2000,1000,-12.0,0.3,2,5.334,3.080573637154927,4.0,1,10,0.5,99.5,24.8
7,5,2000,1000,-12.0,0.3,3,5.952,3.563480657221868,5.0,1,10,10.5,89.5,38.0
7,5,2000,1000,-12.0,0.3,4,5.438,3.679904577254375,4.0,1,10,16.8,83.2,35.199999999999996
7,5,2000,1000,-12.0,0.3,5,5.146,3.6709889893814935,4.0,1,10,19.6,80.4,32.7
7,5,2000,1000,-12.0,0.3,6,4.263,3.485682283424721,3.0,1,10,25.8,74.2,23.5
7,6,2000,1000,-12.0,0.3,0,4.271,2.2478015062748784,3.0,2,10,0.0,100.0,6.0
7,6,2000,1000,-12.0,0.3,1,6.871,3.1054795125717707,7.0,2,10,0.0,100.0,44.1
7,6,2000,1000,-12.0,0.3,2,5.176,3.134780829795099,4.0,1,10,2.4,97.6,25.2
7,6,2000,1000,-12.0,0.3,3,6.143,3.4360380320010075,6.0,1,10,5.800000000000001,94.19999999999999,38.5
7,6,2000,1000,-12.0,0.3,4,5.665,3.6118998907529014,5.0,1,10,13.100000000000001,86.9,35.8
7,6,2000,1000,-12.0,0.3,5,5.63,3.622460796505909,5.0,1,10,16.6,83.39999999999999,35.3
7,6,2000,1000,-12.0,0.3,6,5.36,3.6032462285255202,4.0,1,10,16.7,83.3,32.5
7,7,2000,1000,-12.0,0.3,0,4.243,1.8240828594880987,4.0,2,10,0.0,100.0,4.8
7,7,2000,1000,-12.0,0.3,1,6.141,2.8497789809457577,5.0,2,10,0.0,100.0,30.3
7,7,2000,1000,-12.0,0.3,2,4.779,2.8928407366337208,4.0,1,10,2.7,97.3,17.599999999999998
7,7,2000,1000,-12.0,0.3,3,6.114,3.532914587912576,6.0,1,10,9.1,90.9,39.7
7,7,2000,1000,-12.0,0.3,4,5.808,3.6824851251154698,5.0,1,10,15.8,84.2,37.8
7,7,2000,1000,-12.0,0.3,5,4.86,3.500378929866401,4.0,1,10,19.2,80.80000000000001,26.900000000000002
7,7,2000,1000,-12.0,0.3,6,5.019,3.6400396823233794,4.0,1,10,21.2,78.8,30.3
7,8,2000,1000,-12.0,0.3,0,3.964,1.6520997044468695,3.0,2,10,0.0,100.0,2.5
7,8,2000,1000,-12.0,0.3,1,6.213,2.847409127389097,5.0,2,10,0.0,100.0,30.9
7,8,2000,1000,-12.0,0.3,2,5.621,2.9120162840957535,5.0,2,10,0.0,100.0,24.6
7,8,2000,1000,-12.0,0.3,3,5.785,3.4082827628281356,5.0,1,10,7.9,92.10000000000001,33.2
7,8,2000,1000,-12.0,0.3,4,6.34,3.7040680501470433,7.0,1,10,14.899999999999999,85.1,45.1
7,8,2000,1000,-12.0,0.3,5,6.409,3.8155310609766078,9.0,1,10,15.4,84.6,49.2
7,8,2000,1000,-12.0,0.3,6,5.156,3.403122866610203,4.0,1,10,15.8,84.2,26.3
7,9,2000,1000,-12.0,0.3,0,4.459,2.0377613872756233,4.0,2,10,0.0,100.0,4.9
7,9,2000,1000,-12.0,0.3,1,6.205,2.939662670548547,5.0,2,10,0.0,100.0,31.7
7,9,2000,1000,-12.0,0.3,2,5.411,3.1416474896062017,4.0,1,10,2.1999999999999997,97.8,25.6
7,9,2000,1000,-12.0,0.3,3,6.419,3.503671604861779,7.0,1,10,6.800000000000001,93.2,43.8
7,9,2000,1000,-12.0,0.3,4,5.445,3.4941643041196824,4.0,1,10,13.600000000000001,86.4,31.0
7,9,2000,1000,-12.0,0.3,5,5.42,3.6418213661384966,4.0,1,10,16.8,83.2,34.2
7,9,2000,1000,-12.0,0.3,6,4.394,3.3749302443390077,3.0,1,10,22.1,77.9,21.6
7,10,2000,1000,-12.0,0.3,0,4.702,2.6385901838213073,3.0,2,10,0.0,100.0,12.6
7,10,2000,1000,-12.0,0.3,1,7.381,2.861822676028169,9.0,2,10,0.0,100.0,49.5
7,10,2000,1000,-12.0,0.3,2,5.093,3.093852440392548,4.0,1,10,3.4000000000000004,96.6,22.6
7,10,2000,1000,-12.0,0.3,3,6.196,3.44200979537122,6.0,1,10,8.3,91.7,38.9
7,10,2000,1000,-12.0,0.3,4,6.621,3.7211834416225984,10.0,1,10,12.7,87.3,51.1
7,10,2000,1000,-12.0,0.3,5,4.581,3.194314111455328,4.0,1,10,18.0,82.0,20.4
7,10,2000,1000,-12.0,0.3,6,4.487,3.373605224713202,3.0,1,10,20.3,79.7,22.8
