T_final,c0_death,epsilon_selection,stage,n_admissible_treatments,mean_percentage,sd_percentage,relative_stage
9,-12.0,0.3,6,3,7.9,1.3216151734399342,0.625
9,-12.0,0.3,6,4,6.24,1.5714112553158492,0.625
9,-12.0,0.3,6,5,4.7299999999999995,1.2918978287774927,0.625
9,-12.0,0.3,6,6,3.41,0.5724217559340898,0.625
9,-12.0,0.3,6,7,2.29,0.5952590472502987,0.625
9,-12.0,0.3,6,8,1.4,0.3620926830400072,0.625
9,-12.0,0.3,6,9,1.03,0.41379007023153924,0.625
9,-12.0,0.3,6,10,47.43,7.115249663769909,0.625
9,-12.0,0.3,7,1,14.74,2.624330602479633,0.75
9,-12.0,0.3,7,2,12.0,2.2842455598682423,0.75
9,-12.0,0.3,7,3,9.36,1.5145222935888987,0.75
9,-12.0,0.3,7,4,6.95,1.085510632528919,0.75
9,-12.0,0.3,7,5,5.470000000000001,1.0414199707877487,0.75
9,-12.0,0.3,7,6,4.12,1.1409547658771482,0.75
9,-12.0,0.3,7,7,3.08,0.4184627953726724,0.75
9,-12.0,0.3,7,8,1.9,0.5577733510227171,0.75
9,-12.0,0.3,7,9,1.3,0.3711842908553348,0.75
9,-12.0,0.3,7,10,41.08,5.547531983784424,0.75
9,-12.0,0.3,8,1,14.180000000000001,1.660522006277946,0.875
9,-12.0,0.3,8,2,12.540000000000001,1.7551194957735632,0.875
9,-12.0,0.3,8,3,9.91,1.7854037825283857,0.875
9,-12.0,0.3,8,4,7.279999999999999,1.5368076580293901,0.875
9,-12.0,0.3,8,5,5.5200000000000005,1.0282671507606054,0.875
9,-12.0,0.3,8,6,4.12,1.0972693379476162,0.875
9,-12.0,0.3,8,7,3.0,0.8524474568362947,0.875
9,-12.0,0.3,8,8,1.48,0.45898438608156017,0.875
9,-12.0,0.3,8,9,1.04,0.33399933466334264,0.875
9,-12.0,0.3,8,10,40.93,6.35907924851459,0.875
9,-12.0,0.3,9,1,15.01,3.221266141683353,1.0
9,-12.0,0.3,9,2,11.4,1.7107503227141794,1.0
9,-12.0,0.3,9,3,10.0,1.6343534229508347,1.0
9,-12.0,0.3,9,4,7.109999999999999,1.7829127229838757,1.0
9,-12.0,0.3,9,5,5.1899999999999995,1.8970444849232655,1.0
9,-12.0,0.3,9,6,3.69,1.1957796155182145,1.0
9,-12.0,0.3,9,7,2.2700000000000005,0.9333928552448976,1.0
9,-12.0,0.3,9,8,1.42,0.5593647190240808,1.0
9,-12.0,0.3,9,9,0.82,0.5181162460726786,1.0
9,-12.0,0.3,9,10,43.09,8.315908449071173,1.0
10,-12.0,0.3,1,2,3.822222222222222,2.055345334595733,0.0
10,-12.0,0.3,1,3,40.67,6.625883588875777,0.0
10,-12.0,0.3,1,4,25.95,6.661206096996748,0.0
10,-12.0,0.3,1,5,10.35,2.557450987908772,0.0
10,-12.0,0.3,1,6,6.08,1.663864310706989,0.0
10,-12.0,0.3,1,7,4.37,1.2156845351031198,0.0
10,-12.0,0.3,1,8,2.75,1.4554495296413867,0.0
10,-12.0,0.3,1,9,1.0,1.0944303439588001,0.0
10,-12.0,0.3,1,10,5.39,2.310098602994157,0.0
10,-12.0,0.3,2,2,4.46,1.9120669444347393,0.1111111111111111
10,-12.0,0.3,2,3,12.32,2.137911753713578,0.1111111111111111
10,-12.0,0.3,2,4,15.7,4.134139706288494,0.1111111111111111
10,-12.0,0.3,2,5,10.709999999999999,2.0360364545961462,0.1111111111111111
10,-12.0,0.3,2,6,7.540000000000001,0.823542483556387,0.1111111111111111
10,-12.0,0.3,2,7,4.7,1.2481096817899369,0.1111111111111111
10,-12.0,0.3,2,8,2.9899999999999998,0.7078135347674557,0.1111111111111111
10,-12.0,0.3,2,9,1.45,0.5482294734466177,0.1111111111111111
10,-12.0,0.3,2,10,40.13,6.379489704426906,0.1111111111111111
10,-12.0,0.3,3,1,0.7,0.44221663871405337,0.2222222222222222
10,-12.0,0.3,3,2,12.22,1.793073091402331,0.2222222222222222
10,-12.0,0.3,3,3,18.09,3.991783227247358,0.2222222222222222
10,-12.0,0.3,3,4,15.530000000000001,4.605323007129902,0.2222222222222222
10,-12.0,0.3,3,5,9.59,2.216328294975974,0.2222222222222222
10,-12.0,0.3,3,6,7.109999999999999,1.9801515093547764,0.2222222222222222
10,-12.0,0.3,3,7,5.45,1.818576977260578,0.2222222222222222
10,-12.0,0.3,3,8,3.1399999999999997,0.9593979593705859,0.2222222222222222
10,-12.0,0.3,3,9,1.53,0.43728963196286985,0.2222222222222222
10,-12.0,0.3,3,10,26.639999999999997,6.974748103774869,0.2222222222222222
10,-12.0,0.3,4,1,6.08,2.0831599927887328,0.3333333333333333
10,-12.0,0.3,4,2,13.9,2.572072229848057,0.3333333333333333
10,-12.0,0.3,4,3,12.08,3.914588100937314,0.3333333333333333
10,-12.0,0.3,4,4,9.2,2.8902133715927154,0.3333333333333333
10,-12.0,0.3,4,5,6.459999999999999,1.129601699715435,0.3333333333333333
10,-12.0,0.3,4,6,4.5200000000000005,1.086073457716169,0.3333333333333333
10,-12.0,0.3,4,7,3.34,0.643255608430877,0.3333333333333333
10,-12.0,0.3,4,8,2.23,0.4620004810002306,0.3333333333333333
10,-12.0,0.3,4,9,1.1800000000000002,0.5050852513300217,0.3333333333333333
10,-12.0,0.3,4,10,41.010000000000005,10.903969715454808,0.3333333333333333
10,-12.0,0.3,5,1,12.08,2.594781086891318,0.4444444444444444
10,-12.0,0.3,5,2,10.7,1.7644640357154728,0.4444444444444444
10,-12.0,0.3,5,3,7.38,1.636934804919107,0.4444444444444444
10,-12.0,0.3,5,4,6.2,0.8969082698049141,0.4444444444444444
10,-12.0,0.3,5,5,4.16,0.9252026804976303,0.4444444444444444
10,-12.0,0.3,5,6,3.22,0.7114929530376405,0.4444444444444444
10,-12.0,0.3,5,7,2.33,0.5618422079789545,0.4444444444444444
10,-12.0,0.3,5,8,1.6600000000000001,0.600370256129036,0.4444444444444444
10,-12.0,0.3,5,9,0.62,0.2699794230842211,0.4444444444444444
10,-12.0,0.3,5,10,51.65,6.599873736165968,0.4444444444444444
10,-12.0,0.3,6,1,14.7,2.0768565991260286,0.5555555555555556
10,-12.0,0.3,6,2,9.309999999999999,0.8412292592787453,0.5555555555555556
